"","gene_symbol","ave.exp","cluster","condition"
"1086","Grin2b",2.54038351465722,"Medium.spiny.neurons","WT"
"1087","Etnk1",1.74858424710519,"Medium.spiny.neurons","WT"
"1088","Atp1a3",2.3591683482948,"Medium.spiny.neurons","WT"
"1089","Aplp1",1.88942181606231,"Medium.spiny.neurons","WT"
"1090","Gpi1",1.88126065477591,"Medium.spiny.neurons","WT"
"1091","Snrnp70",2.46611214555503,"Medium.spiny.neurons","WT"
"1092","Ptpn5",2.06815017423394,"Medium.spiny.neurons","WT"
"1093","Gabrb3",1.86487021863154,"Medium.spiny.neurons","WT"
"1094","Grm5",2.66579810006581,"Medium.spiny.neurons","WT"
"1095","Dlg2",2.42542748171514,"Medium.spiny.neurons","WT"
"1096","Gm45159",1.89276411881065,"Medium.spiny.neurons","WT"
"1097","Prkcb",1.88290335550631,"Medium.spiny.neurons","WT"
"1098","Fus",2.50852620351834,"Medium.spiny.neurons","WT"
"1099","Kcnq1ot1",2.28198197753756,"Medium.spiny.neurons","WT"
"1100","Syne1",2.33348930605666,"Medium.spiny.neurons","WT"
"1101","Pde7b",1.947428654207,"Medium.spiny.neurons","WT"
"1102","Ahi1",2.40124153046695,"Medium.spiny.neurons","WT"
"1103","Grik2",1.76880124381526,"Medium.spiny.neurons","WT"
"1104","Psap",1.78377217076439,"Medium.spiny.neurons","WT"
"1105","Ank3",2.34911123982017,"Medium.spiny.neurons","WT"
"1106","Matk",1.82774991622779,"Medium.spiny.neurons","WT"
"1107","Anks1b",2.59278300817732,"Medium.spiny.neurons","WT"
"1108","Atp2b1",3.3665725315486,"Medium.spiny.neurons","WT"
"1109","Syt1",2.98664989422213,"Medium.spiny.neurons","WT"
"1110","Osbpl8",1.93058115836832,"Medium.spiny.neurons","WT"
"1111","Dlgap2",1.9882768024412,"Medium.spiny.neurons","WT"
"1112","Csmd1",2.31319587720827,"Medium.spiny.neurons","WT"
"1113","Sorbs2",2.22541843989655,"Medium.spiny.neurons","WT"
"1114","Gpm6a",1.79650589606692,"Medium.spiny.neurons","WT"
"1115","Spock3",1.93881235148266,"Medium.spiny.neurons","WT"
"1116","Cx3cl1",1.97424876720385,"Medium.spiny.neurons","WT"
"1117","Ndrg4",2.53800040868901,"Medium.spiny.neurons","WT"
"1118","Erc2",1.88651045972863,"Medium.spiny.neurons","WT"
"1119","Cacna2d3",2.60870509304993,"Medium.spiny.neurons","WT"
"1120","Slc22a17",2.12640877572853,"Medium.spiny.neurons","WT"
"1121","Mir124a-1hg",2.10322430410421,"Medium.spiny.neurons","WT"
"1122","Mycbp2",2.02134963205975,"Medium.spiny.neurons","WT"
"1123","Mbnl2",2.13934913234495,"Medium.spiny.neurons","WT"
"1124","Cntn5",1.76198251947625,"Medium.spiny.neurons","WT"
"1125","Opcml",1.81709410614542,"Medium.spiny.neurons","WT"
"1126","Elmod1",2.43331757408528,"Medium.spiny.neurons","WT"
"1127","Nptn",2.09857655844065,"Medium.spiny.neurons","WT"
"1128","Dock3",1.82536360451708,"Medium.spiny.neurons","WT"
"1129","Camkv",2.12586677285832,"Medium.spiny.neurons","WT"
"1130","Trank1",2.19758570912181,"Medium.spiny.neurons","WT"
"1131","Arpp21",2.90342908657,"Medium.spiny.neurons","WT"
"1132","9530059O14Rik",2.60470527582164,"Medium.spiny.neurons","WT"
"1133","Camk2b",2.22316495571871,"Medium.spiny.neurons","WT"
"1134","Sptbn1",2.05013989747893,"Medium.spiny.neurons","WT"
"1135","Slit3",1.89934531769476,"Medium.spiny.neurons","WT"
"1136","Gria1",1.81858964899356,"Medium.spiny.neurons","WT"
"1137","Atp6v0a1",1.9705891932286,"Medium.spiny.neurons","WT"
"1138","Gpatch8",1.75601874591767,"Medium.spiny.neurons","WT"
"1139","Tanc2",1.83243264004332,"Medium.spiny.neurons","WT"
"1140","Ddx5",2.32323134675377,"Medium.spiny.neurons","WT"
"1141","Rgs9",2.45633820096225,"Medium.spiny.neurons","WT"
"1142","Baiap2",2.53272894161495,"Medium.spiny.neurons","WT"
"1143","Phactr1",3.64723919465432,"Medium.spiny.neurons","WT"
"1144","Map1b",1.97480060785852,"Medium.spiny.neurons","WT"
"1145","Myt1l",2.36798140931743,"Medium.spiny.neurons","WT"
"1146","Dgkb",2.30483441801867,"Medium.spiny.neurons","WT"
"1147","Rtn1",2.54274425038624,"Medium.spiny.neurons","WT"
"1148","Nrxn3",2.37664135513012,"Medium.spiny.neurons","WT"
"1149","Meg3",5.03767876400053,"Medium.spiny.neurons","WT"
"1150","Ckb",2.25835078605633,"Medium.spiny.neurons","WT"
"1151","Csmd3",2.03834875554695,"Medium.spiny.neurons","WT"
"1152","Tef",1.92082877691575,"Medium.spiny.neurons","WT"
"1153","Rbfox1",2.31340420379892,"Medium.spiny.neurons","WT"
"1154","Grin2a",1.84134511358672,"Medium.spiny.neurons","WT"
"1155","Tmem191c",1.7922113000986,"Medium.spiny.neurons","WT"
"1156","Abcc5",1.77103575850924,"Medium.spiny.neurons","WT"
"1157","Kalrn",1.96465691137167,"Medium.spiny.neurons","WT"
"1158","Adcy5",1.98297539045165,"Medium.spiny.neurons","WT"
"1159","Alcam",1.95797845790848,"Medium.spiny.neurons","WT"
"1160","Cadm2",2.72827882949254,"Medium.spiny.neurons","WT"
"1161","App",2.49152188050629,"Medium.spiny.neurons","WT"
"1162","Son",2.23862876110975,"Medium.spiny.neurons","WT"
"1163","Ttc3",2.61643379367292,"Medium.spiny.neurons","WT"
"1164","Pde10a",3.76763365725052,"Medium.spiny.neurons","WT"
"1165","Srrm2",2.26789462937623,"Medium.spiny.neurons","WT"
"1166","Gm26917",2.70764984697947,"Medium.spiny.neurons","WT"
"1167","Gm42418",2.9706239560585,"Medium.spiny.neurons","WT"
"1168","Srsf7",2.12606756011388,"Medium.spiny.neurons","WT"
"1169","Camk4",1.89914226688506,"Medium.spiny.neurons","WT"
"1170","Camk2a",2.06489195924389,"Medium.spiny.neurons","WT"
"1171","Malat1",6.58175616140404,"Medium.spiny.neurons","WT"
"1172","Zfp950",1.75440542019809,"Medium.spiny.neurons","WT"
"1173","AC149090.1",2.73450279772894,"Medium.spiny.neurons","WT"
"1174","Tmeff2",2.82561116709261,"Oligodendrocytes","WT"
"1175","Dock10",1.86015826901876,"Oligodendrocytes","WT"
"1176","Cntn2",1.77964198987588,"Oligodendrocytes","WT"
"1177","Glul",1.87265001879308,"Oligodendrocytes","WT"
"1178","Dnm3",1.88640666947284,"Oligodendrocytes","WT"
"1179","Ptgds",3.79247863776091,"Oligodendrocytes","WT"
"1180","Fnbp1",1.95047196973935,"Oligodendrocytes","WT"
"1181","Lrp1b",2.55432123928174,"Oligodendrocytes","WT"
"1182","Zeb2",2.00425969517488,"Oligodendrocytes","WT"
"1183","Gatm",2.84906245473327,"Oligodendrocytes","WT"
"1184","Mal",3.06560928301797,"Oligodendrocytes","WT"
"1185","Rbm39",1.9207796760748,"Oligodendrocytes","WT"
"1186","Dbndd2",1.75623164458728,"Oligodendrocytes","WT"
"1187","Plp1",5.2429190249522,"Oligodendrocytes","WT"
"1188","Gpm6b",2.93811762220415,"Oligodendrocytes","WT"
"1189","Car2",2.65799049893732,"Oligodendrocytes","WT"
"1190","Cldn11",3.12842217251097,"Oligodendrocytes","WT"
"1191","Pex5l",2.95915275366929,"Oligodendrocytes","WT"
"1192","Rnf13",1.79130604420965,"Oligodendrocytes","WT"
"1193","Hapln2",1.85005427871662,"Oligodendrocytes","WT"
"1194","Syt11",2.00272817858444,"Oligodendrocytes","WT"
"1195","Ugt8a",1.88768308245552,"Oligodendrocytes","WT"
"1196","Ank2",2.99341159313073,"Oligodendrocytes","WT"
"1197","Ttll7",1.97446058628493,"Oligodendrocytes","WT"
"1198","Pnisr",1.85154892884616,"Oligodendrocytes","WT"
"1199","Ptprd",3.37209686952584,"Oligodendrocytes","WT"
"1200","Slc24a2",2.5748726727953,"Oligodendrocytes","WT"
"1201","Pde4b",3.04088968092092,"Oligodendrocytes","WT"
"1202","Atp6v0b",1.80713144951888,"Oligodendrocytes","WT"
"1203","Rsrp1",2.85389347198297,"Oligodendrocytes","WT"
"1204","Kif1b",1.88735945843476,"Oligodendrocytes","WT"
"1205","Magi2",1.96276656543582,"Oligodendrocytes","WT"
"1206","Atp8a1",1.85302285645945,"Oligodendrocytes","WT"
"1207","Gjc3",2.72679143666668,"Oligodendrocytes","WT"
"1208","Actb",1.8583001433506,"Oligodendrocytes","WT"
"1209","Luc7l2",2.43496769957955,"Oligodendrocytes","WT"
"1210","Mat2a",1.86255983081285,"Oligodendrocytes","WT"
"1211","Apoe",1.81941386373414,"Oligodendrocytes","WT"
"1212","Aplp1",3.48163392212584,"Oligodendrocytes","WT"
"1213","Mag",3.1066642547577,"Oligodendrocytes","WT"
"1214","Snrnp70",1.93271628209487,"Oligodendrocytes","WT"
"1215","Kctd13",2.007126593987,"Oligodendrocytes","WT"
"1216","Fus",1.81547500828354,"Oligodendrocytes","WT"
"1217","C030029H02Rik",1.80252993731156,"Oligodendrocytes","WT"
"1218","Cd81",2.00884438149708,"Oligodendrocytes","WT"
"1219","Map7",2.47222972750282,"Oligodendrocytes","WT"
"1220","Nkain2",1.87407351229028,"Oligodendrocytes","WT"
"1221","Ank3",1.84769020147689,"Oligodendrocytes","WT"
"1222","Syt1",1.80917732350406,"Oligodendrocytes","WT"
"1223","Lamp1",1.78207110769048,"Oligodendrocytes","WT"
"1224","Gnao1",1.7580686085466,"Oligodendrocytes","WT"
"1225","Fa2h",1.79090748108755,"Oligodendrocytes","WT"
"1226","Zdhhc20",1.8412990449041,"Oligodendrocytes","WT"
"1227","Kif13b",1.76797915181199,"Oligodendrocytes","WT"
"1228","Itm2b",1.95578811063915,"Oligodendrocytes","WT"
"1229","Pcdh9",2.69517891738838,"Oligodendrocytes","WT"
"1230","Mbnl2",1.94485079330681,"Oligodendrocytes","WT"
"1231","Sept7",2.66561948933316,"Oligodendrocytes","WT"
"1232","Ncam1",1.95295266683614,"Oligodendrocytes","WT"
"1233","Tmod2",1.81541118729823,"Oligodendrocytes","WT"
"1234","Clasp2",1.96688389120076,"Oligodendrocytes","WT"
"1235","Mobp",1.90142272238335,"Oligodendrocytes","WT"
"1236","Rtn4",2.7864437005816,"Oligodendrocytes","WT"
"1237","Aspa",2.5698516772851,"Oligodendrocytes","WT"
"1238","Sept4",2.63907892697108,"Oligodendrocytes","WT"
"1239","Mapt",3.02643855890253,"Oligodendrocytes","WT"
"1240","Aatk",1.86379480790892,"Oligodendrocytes","WT"
"1241","Edil3",3.18348483097064,"Oligodendrocytes","WT"
"1242","Mast4",2.80856420747179,"Oligodendrocytes","WT"
"1243","Meg3",1.7828780969047,"Oligodendrocytes","WT"
"1244","Enpp2",3.21398829315745,"Oligodendrocytes","WT"
"1245","Kif21a",1.77824355074978,"Oligodendrocytes","WT"
"1246","Slc38a2",1.75610231737408,"Oligodendrocytes","WT"
"1247","Litaf",1.76655463705305,"Oligodendrocytes","WT"
"1248","Apod",2.90837647050676,"Oligodendrocytes","WT"
"1249","App",3.3486128501628,"Oligodendrocytes","WT"
"1250","Son",1.91363937974651,"Oligodendrocytes","WT"
"1251","Qk",1.96492171066839,"Oligodendrocytes","WT"
"1252","Mog",2.92254052877847,"Oligodendrocytes","WT"
"1253","Gm26917",1.80104823901182,"Oligodendrocytes","WT"
"1254","Gm42418",3.56303083700573,"Oligodendrocytes","WT"
"1255","Tubb4a",2.85923819284446,"Oligodendrocytes","WT"
"1256","Mbp",4.3353266878131,"Oligodendrocytes","WT"
"1257","Malat1",6.49624633780955,"Oligodendrocytes","WT"
"1258","Neat1",3.45260401399291,"Oligodendrocytes","WT"
"1259","Fth1",2.52193839065902,"Oligodendrocytes","WT"
"1260","Cdc37l1",2.90639894961579,"Oligodendrocytes","WT"
"1261","Scd2",3.19864503424134,"Oligodendrocytes","WT"
"1262","Atp1b1",2.29668022358873,"Endothelial.cells","WT"
"1263","Atp1a2",2.83034546779508,"Endothelial.cells","WT"
"1264","Ptgds",3.49339098615093,"Endothelial.cells","WT"
"1265","Cst3",1.83698422602538,"Endothelial.cells","WT"
"1266","Rbm39",2.61611624848024,"Endothelial.cells","WT"
"1267","Snhg11",2.5678145956764,"Endothelial.cells","WT"
"1268","Ank2",1.88107913198716,"Endothelial.cells","WT"
"1269","Rsrp1",1.80003668902245,"Endothelial.cells","WT"
"1270","Sparcl1",1.75372706491763,"Endothelial.cells","WT"
"1271","Actb",1.84050950149462,"Endothelial.cells","WT"
"1272","Ptn",2.00323359204023,"Endothelial.cells","WT"
"1273","Luc7l2",1.84479242128457,"Endothelial.cells","WT"
"1274","Apoe",1.93206647858189,"Endothelial.cells","WT"
"1275","Fus",2.29097142122304,"Endothelial.cells","WT"
"1276","Syt1",1.7657485411083,"Endothelial.cells","WT"
"1277","Itm2b",2.57147846344179,"Endothelial.cells","WT"
"1278","Sptbn1",2.11578777076658,"Endothelial.cells","WT"
"1279","Ddx5",2.37694109831592,"Endothelial.cells","WT"
"1280","Laptm4a",1.85993089491194,"Endothelial.cells","WT"
"1281","Meg3",1.82998843072105,"Endothelial.cells","WT"
"1282","Slc38a2",2.16180016349868,"Endothelial.cells","WT"
"1283","Apod",1.8779123581863,"Endothelial.cells","WT"
"1284","Zbtb20",1.82823706419173,"Endothelial.cells","WT"
"1285","App",2.35411795789942,"Endothelial.cells","WT"
"1286","Son",2.57281198760953,"Endothelial.cells","WT"
"1287","Gm42418",3.68259616104902,"Endothelial.cells","WT"
"1288","Malat1",6.30739346052441,"Endothelial.cells","WT"
"1289","mt-Co1",2.01304058573086,"Endothelial.cells","WT"
"1290","mt-Co2",1.76321822521408,"Endothelial.cells","WT"
"1291","mt-Atp8",1.74494785190874,"Endothelial.cells","WT"
"1292","mt-Co3",1.94056905610034,"Endothelial.cells","WT"
"1293","mt-Nd4l",1.77548758145146,"Endothelial.cells","WT"
"1294","mt-Cytb",1.91211477470929,"Endothelial.cells","WT"
"1295","Map2",2.1295743558583,"OPCs","WT"
"1296","Serpine2",3.08261102491599,"OPCs","WT"
"1297","Gpr37l1",2.27548198286505,"OPCs","WT"
"1298","Tnr",3.11450600253524,"OPCs","WT"
"1299","Atp1a2",2.44806196442035,"OPCs","WT"
"1300","Lrp1b",2.65652959534014,"OPCs","WT"
"1301","Rbm39",2.53942132452787,"OPCs","WT"
"1302","Snhg11",2.07874313049819,"OPCs","WT"
"1303","Matn4",2.32551689819695,"OPCs","WT"
"1304","Pcsk1n",2.23816859766474,"OPCs","WT"
"1305","Gpm6b",2.5365856421552,"OPCs","WT"
"1306","Gria2",2.98997515109341,"OPCs","WT"
"1307","Bcan",2.93895172985989,"OPCs","WT"
"1308","Gm3764",2.23758918031797,"OPCs","WT"
"1309","Syt11",2.30714499419904,"OPCs","WT"
"1310","Pnisr",2.28854759877696,"OPCs","WT"
"1311","Atp6v0b",2.36487318393972,"OPCs","WT"
"1312","Rsrp1",2.1886495359846,"OPCs","WT"
"1313","Lhfpl3",3.15121205550556,"OPCs","WT"
"1314","Pdgfra",3.1900712438623,"OPCs","WT"
"1315","Sparcl1",2.7693460911606,"OPCs","WT"
"1316","Gjc3",2.65429936931858,"OPCs","WT"
"1317","Ptprz1",4.00666583966694,"OPCs","WT"
"1318","Ptn",2.52936275390611,"OPCs","WT"
"1319","Luc7l2",2.10554544282689,"OPCs","WT"
"1320","Tra2a",2.25302370428996,"OPCs","WT"
"1321","Hnrnpa2b1",2.21178528290818,"OPCs","WT"
"1322","Apoe",3.04019236122544,"OPCs","WT"
"1323","Snrnp70",2.52577619993384,"OPCs","WT"
"1324","Luzp2",2.47336744251279,"OPCs","WT"
"1325","Fchsd2",2.08246154117211,"OPCs","WT"
"1326","Xylt1",2.21022034729612,"OPCs","WT"
"1327","Fus",2.18369421023915,"OPCs","WT"
"1328","Cd81",2.88358739292011,"OPCs","WT"
"1329","Rev3l",2.00490809839857,"OPCs","WT"
"1330","Slc35f1",1.96051369709334,"OPCs","WT"
"1331","Psap",2.30402753603156,"OPCs","WT"
"1332","Pcdh15",2.60678617927498,"OPCs","WT"
"1333","Anks1b",2.56637908537369,"OPCs","WT"
"1334","Lrp1",2.06176939936071,"OPCs","WT"
"1335","Csmd1",2.33079278936763,"OPCs","WT"
"1336","Gpm6a",2.21485319015096,"OPCs","WT"
"1337","Ankrd11",2.21256695589104,"OPCs","WT"
"1338","Slc22a17",2.55055174705681,"OPCs","WT"
"1339","Itm2b",2.42975477923908,"OPCs","WT"
"1340","Pcdh9",2.08872046832419,"OPCs","WT"
"1341","Opcml",2.95373418204251,"OPCs","WT"
"1342","Ncam1",2.51894289688724,"OPCs","WT"
"1343","Cspg4",2.37879828464221,"OPCs","WT"
"1344","Cspg5",3.26388848370703,"OPCs","WT"
"1345","Epn2",2.47393317598705,"OPCs","WT"
"1346","Ddx5",2.07574397586016,"OPCs","WT"
"1347","Vcan",2.67636029501295,"OPCs","WT"
"1348","Rtn1",2.36301703882082,"OPCs","WT"
"1349","Meg3",2.81870117705,"OPCs","WT"
"1350","Ckb",2.20424895037441,"OPCs","WT"
"1351","Csmd3",2.22986923383697,"OPCs","WT"
"1352","Sox10",2.31222447659552,"OPCs","WT"
"1353","Cntn1",2.36351867886737,"OPCs","WT"
"1354","Arhgap31",2.12550268083165,"OPCs","WT"
"1355","Lsamp",2.67493098004364,"OPCs","WT"
"1356","Zbtb20",2.06102243562795,"OPCs","WT"
"1357","Cadm2",2.33553341051975,"OPCs","WT"
"1358","App",2.10184855992244,"OPCs","WT"
"1359","Olig1",2.21649605337053,"OPCs","WT"
"1360","Son",2.46650770716982,"OPCs","WT"
"1361","Ttc3",2.04211896157543,"OPCs","WT"
"1362","Srrm2",2.20791757853609,"OPCs","WT"
"1363","Gm26917",2.5800737916913,"OPCs","WT"
"1364","Gm42418",3.36773804856276,"OPCs","WT"
"1365","Dlgap1",2.34404043660909,"OPCs","WT"
"1366","Nrxn1",2.74074080674727,"OPCs","WT"
"1367","Tcf4",2.27784623695838,"OPCs","WT"
"1368","Malat1",6.19085822017502,"OPCs","WT"
"1369","Rtn3",1.76899894179306,"OPCs","WT"
"1370","Scd2",2.0299783057689,"OPCs","WT"
"1371","Sf3b1",1.75588198055087,"Microglia","WT"
"1372","Dock10",1.7603085226799,"Microglia","WT"
"1373","Inpp5d",1.98586799241964,"Microglia","WT"
"1374","Srgap2",2.79517023073711,"Microglia","WT"
"1375","Ivns1abp",1.93690039836888,"Microglia","WT"
"1376","Frmd4a",1.90335420628535,"Microglia","WT"
"1377","Celf2",1.77911003474385,"Microglia","WT"
"1378","Plxdc2",2.48342756425003,"Microglia","WT"
"1379","Apbb1ip",1.89894801025694,"Microglia","WT"
"1380","Phyhd1",1.80337811251596,"Microglia","WT"
"1381","Zeb2",1.82417625145775,"Microglia","WT"
"1382","Rrbp1",1.76797483543893,"Microglia","WT"
"1383","Cst3",4.0524318368535,"Microglia","WT"
"1384","Rbm39",2.73640594411225,"Microglia","WT"
"1385","Sat1",1.81262027982382,"Microglia","WT"
"1386","Pag1",2.78726030359428,"Microglia","WT"
"1387","P2ry12",2.93130582108922,"Microglia","WT"
"1388","Mbnl1",2.50203962452146,"Microglia","WT"
"1389","Fcrls",1.87201428759263,"Microglia","WT"
"1390","Ctss",1.92356271277157,"Microglia","WT"
"1391","Tgfbr1",2.57867126192505,"Microglia","WT"
"1392","Atp6v0b",2.83435979254042,"Microglia","WT"
"1393","Macf1",1.80846788502114,"Microglia","WT"
"1394","Laptm5",1.95937731329257,"Microglia","WT"
"1395","Rsrp1",3.09716365336655,"Microglia","WT"
"1396","C1qb",2.02011370841045,"Microglia","WT"
"1397","C1qc",2.9256843634258,"Microglia","WT"
"1398","C1qa",2.60155479343568,"Microglia","WT"
"1399","Selplg",2.03303572747574,"Microglia","WT"
"1400","Luc7l2",1.9367898884344,"Microglia","WT"
"1401","Hnrnpa2b1",1.84710769526392,"Microglia","WT"
"1402","Hpgds",1.88417689348038,"Microglia","WT"
"1403","Lair1",1.86868496621338,"Microglia","WT"
"1404","Cd37",1.87133762985632,"Microglia","WT"
"1405","Snrnp70",1.87834457500634,"Microglia","WT"
"1406","Nav2",1.83498517389462,"Microglia","WT"
"1407","Siglech",1.93847278824001,"Microglia","WT"
"1408","Mef2a",2.92498747788631,"Microglia","WT"
"1409","Fus",2.5273934529414,"Microglia","WT"
"1410","Ctsd",1.9053120373948,"Microglia","WT"
"1411","Cd81",1.80696175712658,"Microglia","WT"
"1412","Epb41l2",1.92698814941385,"Microglia","WT"
"1413","Psap",1.91017249953433,"Microglia","WT"
"1414","Arhgap45",1.97340998214551,"Microglia","WT"
"1415","Atp2b1",1.78768398734694,"Microglia","WT"
"1416","Syt1",1.846756041098,"Microglia","WT"
"1417","Gns",1.82560293101339,"Microglia","WT"
"1418","Chd9",1.81151233240282,"Microglia","WT"
"1419","Lpcat2",2.53963480248699,"Microglia","WT"
"1420","Zfhx3",1.85006414979208,"Microglia","WT"
"1421","Itm2b",2.74318037427269,"Microglia","WT"
"1422","Mycbp2",1.7394634127752,"Microglia","WT"
"1423","Cx3cr1",2.02650431358076,"Microglia","WT"
"1424","Ltc4s",1.8462753918702,"Microglia","WT"
"1425","Sparc",1.82497588486031,"Microglia","WT"
"1426","Ssh2",1.98921501282941,"Microglia","WT"
"1427","Tanc2",1.89553911241638,"Microglia","WT"
"1428","Ddx5",2.47878008321591,"Microglia","WT"
"1429","Elmo1",1.93467736380454,"Microglia","WT"
"1430","Ly86",1.92007893617724,"Microglia","WT"
"1431","Mef2c",2.78781785780691,"Microglia","WT"
"1432","Hexb",3.86755556565244,"Microglia","WT"
"1433","Dock4",1.8785645569603,"Microglia","WT"
"1434","Srsf5",1.75229355885288,"Microglia","WT"
"1435","Numb",1.94852686117148,"Microglia","WT"
"1436","Lgmn",2.05939139663876,"Microglia","WT"
"1437","Meg3",1.86832428852454,"Microglia","WT"
"1438","Fyb",1.80825045903913,"Microglia","WT"
"1439","Csmd3",1.87372834597931,"Microglia","WT"
"1440","Cyth4",1.92523570023527,"Microglia","WT"
"1441","Itgb5",1.84951090011293,"Microglia","WT"
"1442","Son",2.60175415417533,"Microglia","WT"
"1443","Srrm2",1.94069661017976,"Microglia","WT"
"1444","Gm26917",1.82863814905884,"Microglia","WT"
"1445","Gm42418",3.73615083543708,"Microglia","WT"
"1446","Srsf7",1.75873263157491,"Microglia","WT"
"1447","Csf1r",3.00441315096426,"Microglia","WT"
"1448","Unc93b1",2.64245545740767,"Microglia","WT"
"1449","Malat1",5.90853248873149,"Microglia","WT"
"1450","AC149090.1",2.53059795292447,"Microglia","WT"
